,Sentiments_Abb,file_loc
1045,cheerful,/project/Data/Video_train/Kandoo Potty Training Kit-OqHDg-DGWsM.mp4
1046,amazed,"/project/Data/Video_train/IT Security Fights Back (SecOps, Cybersecurity)-oFGA1IFGMU4.mp4"
1047,alarmed,/project/Data/Video_train/Car Advert (Scary Face Popup)-VWPlZSL9ZMc.mp4
1048,inspired,/project/Data/Video_train/Victor Cruz and Odell Beckham Jr. “Locker Room” NFL.com Fantasy Football Commercial-pkpX7tU3vuo.mp4
1049,inspired,/project/Data/Video_train/Kendall Jenner's 'Burn Book' - A film by Columbine Goldsmith-vsrjiL1gV6I.mp4
1050,alert,/project/Data/Video_train/Commercial Rapper (2016) -- Centraal Beheer-SxgcPuY58Js.mp4
1051,calm,/project/Data/Video_train/Retail Across America - Vermont-3CJ-7R2g3NE.mp4
1052,amused,/project/Data/Video_train/STAR TREK - THE VIDEO GAME -- Shatner vs. Gorn Trailer-4hnBp7x2QAE.mp4
1053,amazed,/project/Data/Video_train/Masafi TV Ads - FROM CLOUDS TO MOUNTAINS TO YOU-qfSVlybYNho.mp4
1054,educated,/project/Data/Video_train/We've Heard it All Before - Obama for America Television Ad-oWdZEJW1vWY.mp4
1055,inspired,/project/Data/Video_train/Christopher Reeve Superbowl commercial-OFYSUPlZmcg.mp4
1056,active,/project/Data/Video_train/Under Armour Commercial Featuring Steve Spurrier-moPBR6os8Z0.mp4
1057,amazed,/project/Data/Video_train/Interfuse Visit Lubbock Art-ty6MhpnOXC4.mp4
1058,alert,/project/Data/Video_train/Eminem - M&M's Commercial-dlNnjtEXyi0.mp4
1059,active,/project/Data/Video_train/Kevin Durant & Dwyane Wade Gatorade Commercial-wNjQishYOy0.mp4
1060,cheerful,/project/Data/Video_train/Coca-Cola Classic Christmas 90's TVC-F9_Vz_xVjAU.mp4
1061,amused,/project/Data/Video_train/Somewhat disturbing Kinder Surprise advert from the 80s.-w4kHmbZTvyI.mp4
1062,amused,/project/Data/Video_train/Carbuyer TV advertisement-7X_6k8CjdVI.mp4
1063,alarmed,/project/Data/Video_train/Vitamin Angels - Katlyn’s Story-ctVKoj2jZLU.mp4
1064,cheerful,/project/Data/Video_train/Clash of Clans - Koopa (Official TV Commercial)-jqDrvC3E9kw.mp4
1065,alert,/project/Data/Video_train/KitKat Love Birds Latest TV Ad - Aao Na Gale Lagao Na 2012 HD Video.flv-29GrCUTdu3A.mp4
1066,active,"/project/Data/Video_train/HTC One (M8) Smartphone Commercial - Go Ahead, Ask The Internet-WHdYDNs0qq4.mp4"
1067,alert,/project/Data/Video_train/Eyeconic Testimonials - 'Teacher'--xK80YG33q0.mp4
1068,inspired,/project/Data/Video_train/Vote Together _ Bernie 2016-C0wsUlzMBro.mp4
1069,eager,/project/Data/Video_train/Retro McDonalds Commercial - Hamburglar's Stripes-AU1iq9rqYJ0.mp4
1070,amused,/project/Data/Video_train/GONE MAD CHOCOSTICK 5 MARKS 30 Sec NEW TV COMMERCIAL _AD-_IYJO-Ik7Pg.mp4
1071,amused,/project/Data/Video_train/New Mentos Ad - Angry Chicken Dad #FarakPadega-By0S8NpLPH4.mp4
1072,amused,/project/Data/Video_train/Haynes Baked Beans Astronaut Ad-eZgD89VYkVc.mp4
1073,alarmed,/project/Data/Video_train/Touching Thai Ads - I need more time 'my son'-KT_155-ROy0.mp4
1074,calm,/project/Data/Video_train/Taylor Swift  - Stay Extraordinary (Diet Coke Ad)-L0KmvWL6Dfw.mp4
1075,amazed,/project/Data/Video_train/Dragon City Commercial-IZrrEBD-KjY.mp4
1076,active,/project/Data/Video_train/Bunch O Balloons from ZURU-WTHkY42X8FI.mp4
1077,amused,/project/Data/Video_train/Mountain Dew Commercial - Man into woman-SlR_fwcU3MU.mp4
1078,amused,/project/Data/Video_train/Funny Thai Ad-nfGldW3PnE8.mp4
1079,eager,/project/Data/Video_train/Can You Watch This Without Getting Hungry-6kkeGgRG-uE.mp4
1080,cheerful,/project/Data/Video_train/TRAPPED IN AN AD!-uVsTeLs4Tdo.mp4
1081,amazed,/project/Data/Video_train/Join Or Die with Craig Ferguson - Strong Political Views - New Series Thursdays 11_10c _ History-A2VOu1UQeMM.mp4
1082,eager,/project/Data/Video_train/1993 Coca-Cola Polar Bear Commercial-jPoM2o9kIBM.mp4
1083,youthful,/project/Data/Video_train/Mighty Max Toy Commercial - 1993-xkrLWjNxYbY.mp4
1084,conscious,/project/Data/Video_train/'This Land Is Your Land'-wqT2IdFyQ5M.mp4
1085,cheerful,/project/Data/Video_train/Asian Paints - New TV Commercial- Har Ghar Kucch Kehta Hai-60sec-b_u5C749aKQ.mp4
1086,cheerful,/project/Data/Video_train/[Lee Min Ho] Binggrae Banana Milk CF v1[30s].flv-BntPVmeo7ro.mp4
1087,angry,/project/Data/Video_train/Willie Horton political ad 1988-EC9j6Wfdq3o.mp4
1088,amused,/project/Data/Video_train/Sexy Korean Commercial for a Water Heater-dX_YU9zCqqA.mp4
1089,inspired,/project/Data/Video_train/Just Slow Down - Collateral Damage-9HppFNyqVOI.mp4
1090,calm,/project/Data/Video_train/Shaman WoW!!!-NJEKqI1e714.mp4
1091,alert,/project/Data/Video_train/Peyton Manning - Gatorade Commercial-7Ac2cZPOD00.mp4
1092,feminine,/project/Data/Video_train/Sunny Leone Manforce Strawberry Flavored Condoms full advertisement UNCENSORED-NgMr2lyh4k8.mp4
1093,active,/project/Data/Video_train/GoPro - Travis Rice Shreds - TV Commercial-UIOdk3AhVA0.mp4
1094,amused,/project/Data/Video_train/Where's the Beef-Ug75diEyiA0.mp4
1095,cheerful,/project/Data/Video_train/How to Make Creamy Bruschetta Chicken (Full Video) _ An Original Knorr® Recipe-tw-6rkZ1Cmw.mp4
1096,active,/project/Data/Video_train/webuyanycar.com - 2010 TV Advert-MXiJBp7HK5o.mp4
1097,fashionable,/project/Data/Video_train/PRADA SPRING_SUMMER 2012 WOMEN'S ADVERTISING CAMPAIGN-JgaGXv1XnrA.mp4
1098,amused,/project/Data/Video_train/H&M Modern Essentials Selected by David Beckham - Spring 2016-oYjwXjwvAv0.mp4
1099,amazed,/project/Data/Video_train/Sniper 3D Assassin - The BEST Sniper Game - IOS & Android [English]-2VgiVK_hOhM.mp4
1100,feminine,"/project/Data/Video_train/CHANCE EAU VIVE, the Film – CHANEL Fragrance-zhdZcBsa-dk.mp4"
1101,amused,/project/Data/Video_train/Farting Squirrel commercial A Fresh Air Explosion-lfABnAS5i9Q.mp4
1102,confident,/project/Data/Video_train/Sunsilk Shampoo Commercial-excxIZ4wUvg.mp4
1103,active,/project/Data/Video_train/Game of War - Fire Age Reputation 60 US TV Commercial Featuring Kate Upton-a05vigJA4SY.mp4
1104,amused,/project/Data/Video_train/Career Builder Monkeys Super Bowl XL Commercial-VRrMu7B1L2I.mp4
1105,amused,/project/Data/Video_train/V-Guard TVC - Inverter_UPS - Fun!-gJGPsrTaGiw.mp4
1106,amazed,"/project/Data/Video_train/Moroccanoil Body, A Collection of Body Care Products Inspired By The Mediterranean-fqXm8MCWfbA.mp4"
1107,afraid,/project/Data/Video_train/LBJ - Ice Cream 1964 Campaign Ad-U-VzZQGWOqA.mp4
1108,amused,/project/Data/Video_train/Telecom Meerkats - Cute-G1FV7dND0NY.mp4
1109,active,/project/Data/Video_train/Stephen Curry Draft Report _ Actions Speak Louder Than Words _ CoachUp Presents-WLb8AwuZ7N8.mp4
1110,amazed,/project/Data/Video_train/Have You Seen Her - Finding Dory-lvVOtwezkXU.mp4
1111,creative,/project/Data/Video_train/Moschino Barbie!-TULVRlpsNWo.mp4
1112,amused,/project/Data/Video_train/BABY&ME EVIAN ADVERT_COMMERCIAL LOL-8-p0CxW87pg.mp4
1113,active,/project/Data/Video_train/Amul Milk - Raise a glass to India's woman power-fB9ERHjCzfI.mp4
1114,alert,/project/Data/Video_train/#EveryDayHeroes-Ao2PTDCiRxU.mp4
1115,cheerful,/project/Data/Video_train/R White's Lemonade Advert (1973)-hro4AdTYiTA.mp4
1116,alert,/project/Data/Video_train/Make Sure You Have What It Takes-J-QipXhQM5M.mp4
1117,active,/project/Data/Video_train/Derek Jeter Celebrated by Tip-of-the-Hat Nike Ad-LO6TpbqTTxI.mp4
1118,active,/project/Data/Video_train/Portal 2 Launch TV Ad-H50wW4eAFKo.mp4
1119,amazed,/project/Data/Video_train/Game of War - 'Super Bowl Teaser' ft. Kate Upton-Cs6A-FCUPdw.mp4
1120,disturbed,/project/Data/Video_train/'Grace' - PETA's Banned Thanksgiving Ad-HjKRxa7ZyMs.mp4
1121,amused,"/project/Data/Video_train/Amazon Echo - #BaldwinBowl Party feat Alec Baldwin, Dan Marino, Jason Schwartzman, & Missy Elliott-qTz5jAn-XX8.mp4"
1122,cheerful,/project/Data/Video_train/PERRIER – Thirst for the Extraordinary-verzNYAOQ7s.mp4
1123,empathetic,/project/Data/Video_train/CyberBully Trailer-fk_YSO0py7s.mp4
1124,amused,/project/Data/Video_train/New NHL Commercial Road Trip-cp1DMQ-x33k.mp4
1125,calm,/project/Data/Video_train/Hatsun Curd - TVC  2016-a1gpOAYth8k.mp4
1126,educated,/project/Data/Video_train/What is an Android phone-Y5Io2bdZP1A.mp4
1127,eager,/project/Data/Video_train/Selecta Cornetto Black & White - Dubstep-EQtwo0xPvK4.mp4
1128,active,/project/Data/Video_train/Reebok EasyTone Toning Shoes Intro-igqR7Pcxfmk.mp4
1129,amused,/project/Data/Video_train/funny car commercial-eEgMjH9bVgQ.mp4
1130,cheerful,/project/Data/Video_train/Hoover Toyota Fix it or Not 15 seconds-14X98i8psts.mp4
1131,creative,/project/Data/Video_train/Jammie Dodgers 'A Certain Gooey Thing'-Clu36dt2y88.mp4
1132,amused,/project/Data/Video_train/Orbit gum commercial-kw03nalTAMQ.mp4
1133,cheerful,/project/Data/Video_train/Funny New Zealand Ad-28pbk_cQx-w.mp4
1134,active,/project/Data/Video_train/BALZAC Commercial--XzQcpcgCKY.mp4
1135,angry,/project/Data/Video_train/Funny Japanese Commercial - Calbee potato chips-ryaUGJ9Oljg.mp4
1136,persuaded,/project/Data/Video_train/NMH Access Video version06C 854x480-biEjueDCnqM.mp4
1137,alert,/project/Data/Video_train/Hyundai _ CRETA _ The Perfect SUV _ Teaser Television Commercial (TVC)-lLblbGzXQGY.mp4
1138,active,/project/Data/Video_train/5 Gum – Tattoo-D9_WzE28IwE.mp4
1139,manly,/project/Data/Video_train/Old Spice _ Questions-uLTIowBF0kE.mp4
1140,educated,/project/Data/Video_train/Impossible I-1 - the instant camera that continues the Polaroid legacy-cZTD62e566U.mp4
1141,cheerful,/project/Data/Video_train/Subway® Chicken Tandoori-BhYnz0JQKUo.mp4
1142,amused,/project/Data/Video_train/New Roger Federer Commercial-rEtXkFmpsRk.mp4
1143,amazed,/project/Data/Video_train/find your cat’s sWheat spot.-Tuj8gy2ICU4.mp4
1144,eager,/project/Data/Video_train/Plants vs. Zombies Garden Warfare 2 _ Cob for the Job-ENp3y6Sk8pk.mp4
1145,cheerful,/project/Data/Video_train/Funny Commercial-29VGZtnCD30.mp4
1146,amazed,/project/Data/Video_train/AmeriCarna and Autogeek Promo-dBRdzeC7kz4.mp4
1147,creative,/project/Data/Video_train/Nestlé MUNCH TV Ad Vaali 2013-P_o1_li9FCI.mp4
1148,amused,/project/Data/Video_train/Funny Golf commercial-xE7m2FRVmrM.mp4
1149,youthful,/project/Data/Video_train/Toy Story Buzz Lightyear fruit snacks-qRJl22anZkM.mp4
1150,active,/project/Data/Video_train/Watch Smriti Irani dancing with Mika Singh-HssUnxcw9wQ.mp4
1151,eager,/project/Data/Video_train/Tim Hortons Croissant Breakfast Sandwich-wVheMazNeM4.mp4
1152,alert,/project/Data/Video_train/Demand A Plan to End Gun Violence-64G5FfG2Xpg.mp4
1153,alert,/project/Data/Video_train/NEW Visionnaire Nuit Advanced Multi-Correcting Gel-In-Oil-U-knPQ9H_pg.mp4
1154,eager,/project/Data/Video_train/1950's Kool Aid Commercial-yKY2O4KFmMU.mp4
1155,amazed,/project/Data/Video_train/Candy Crush Soda Saga - TV Commercial - Get fizzy!-XvjhIbEvA_w.mp4
1156,loving,/project/Data/Video_train/Best Commercial EVER!!!-OAlyHUWjNjE.mp4
1157,amused,/project/Data/Video_train/McDonalds Mini Goalie Sticks Commercial-2ywv_JCyolU.mp4
1158,calm,/project/Data/Video_train/Melinda Gates takes you behind the statistics on time poverty-noy9lF9Xu68.mp4
1159,amused,/project/Data/Video_train/Hiliarous Cell Phone Commercial-8N9gSS_HRcE.mp4
1160,conscious,/project/Data/Video_train/Micronutrient Deficiency Rainy Season _ BEAR BRAND Powdered Milk Drink _ Nestlé PH-kQyAJv_Ordg.mp4
1161,amused,/project/Data/Video_train/A&W Rootbeer Dumass-tMe3WDmxBEI.mp4
1162,alert,/project/Data/Video_train/Yes on 8 TV Ad - It's Already Happened-0PgjcgqFYP4.mp4
1163,inspired,/project/Data/Video_train/Vitamin Angels in the Dominican Republic-KZEZ4-KxuL0.mp4
1164,manly,/project/Data/Video_train/Old Spice _ Scent Vacation-PJKAr1r5zlA.mp4
1165,creative,/project/Data/Video_train/Matchbox Car Wash Commercial - 1993-yjppalDAvOM.mp4
1166,alert,/project/Data/Video_train/Do you need a Vacation-5JLBU-QQpoo.mp4
1167,persuaded,/project/Data/Video_train/Zazoo Condom Commercial-K45m79fEyz8.mp4
1168,amused,/project/Data/Video_train/BEST RACE EVER!-1dcPHVFHCRY.mp4
1169,persuaded,/project/Data/Video_train/We Put a GoPro in a Washing Machine _ Downy-4FLEzXhWQ6g.mp4
1170,eager,/project/Data/Video_train/Ah Huat White Coffee TVC-EkcRPhF2gO0.mp4
1171,educated,/project/Data/Video_train/Get More Healthy!-u91BucJ4MKE.mp4
1172,active,/project/Data/Video_train/Lock It Up - Gatorade Commercial 2009 (That's G)-DwhTYFwfACA.mp4
1173,amazed,/project/Data/Video_train/Jarritos. Easier than being thirsty.-Snoxw4F6xp0.mp4
1174,inspired,/project/Data/Video_train/Come with Me if You Want to Lift-tcYc33ughfQ.mp4
1175,angry,/project/Data/Video_train/John Greytok for Texas Railroad Commission-LEc-35QNaoM.mp4
1176,amused,"/project/Data/Video_train/Amazon.in #Aur Dikhao, India's Largest Home & Kitchen Store-Q4rR0BbTBPk.mp4"
1177,amazed,/project/Data/Video_train/Ixia Overview-MsmxhpjYa5o.mp4
1178,inspired,/project/Data/Video_train/Nike Women - Better For It - Inner Thoughts-WF_HqZrrx0c.mp4
1179,active,/project/Data/Video_train/Jingle Hoops-EYEHUOpwNvE.mp4
1180,persuaded,/project/Data/Video_train/Banks Autos - Just Google Us!-be8E-_ZR2-I.mp4
1181,active,/project/Data/Video_train/Classic Michael Jackson Pepsi Commercial (1984) (High Quality)-2Md5lPyuvsk.mp4
1182,eager,/project/Data/Video_train/Texas Toast Baked Proud TV Commercial _ New York Bakery-4IaDS9MpzH0.mp4
1183,amused,/project/Data/Video_train/Bangkok Airways 2014 TVC - Nothing's Gonna Change Our Love For You [HD]-4c43WKFcn4c.mp4
1184,alert,/project/Data/Video_train/Jurassic World - Raptor Training-v6OEChj-UiI.mp4
1185,confident,/project/Data/Video_train/Lane Bryant Ad - Not What Mom Would Wear-VMxyZQfMmM4.mp4
1186,loving,/project/Data/Video_train/Cadbury Dairy Milk in Home - Romance  - Meethe mein kuch meetha ho jaaye-G2wBnjtmmg8.mp4
1187,calm,/project/Data/Video_train/Joseph Abboud - Signature Suit _ Men's Wearhouse Commercial  -30-ueDjWG29Kwc.mp4
1188,youthful,/project/Data/Video_train/BARBIE™  Sparkle Lights Mermaid  swiecaca syrenka  Dolls commercial-irUYwVN_AQ4.mp4
1189,active,/project/Data/Video_train/funny soccer commercial-wi-SZOU1S-s.mp4
1190,amused,/project/Data/Video_train/Budget Direct Car Insurance - Shower-wO8-L-7SF5E.mp4
1191,active,/project/Data/Video_train/reincarnate nike free ad-1sElYG7LmUU.mp4
1192,cheerful,/project/Data/Video_train/Barbie ' Glam Vacation House 2011 '-x4amZnI_1dE.mp4
1193,cheerful,/project/Data/Video_train/Hyundai _ i20 Active _ Live Active _ Television Commercial (TVC) - Your Active Companion-Rm5HibK7qso.mp4
1194,amused,/project/Data/Video_train/Real Men Of Genius - Silent Killer Gas Passer-xEYInUvLalQ.mp4
1195,amused,/project/Data/Video_train/Cindy Crawford's 1992 Pepsi Commercial Parody w_ James Corden-5zjTJ4YPfDw.mp4
1196,active,/project/Data/Video_train/adidas Football - World Cup ad - The Quest (Full Length)-ks9vBiL4SkA.mp4
1197,amazed,"/project/Data/Video_train/Fight together, rule the kingdom! (English)-IT_MbDpfOBE.mp4"
1198,alert,/project/Data/Video_train/Lenovo X300-_hnOCUkbix0.mp4
1199,amused,/project/Data/Video_train/Subway Commercial -- Referee-PcFtcoo0ic4.mp4
1200,amused,/project/Data/Video_train/Funny Japanese chip commercial-4u_Ed0Bh-s0.mp4
1201,educated,/project/Data/Video_train/The secret to eternal carrot youth _ Waste Less Save More _ Sainsbury's-V44DI0ZP8Cg.mp4
1202,amused,/project/Data/Video_train/YDA - For those who are born to create drama-Pzl86IjTpHI.mp4
1203,educated,/project/Data/Video_train/Retail Across America - Minnesota-Sia6jCXUraM.mp4
1204,fashionable,/project/Data/Video_train/Dove _ Jessica’s story #MyBeautyMySay-uqToVzu0iTc.mp4
1205,amused,/project/Data/Video_train/Smiths Crisps (Singing Spuds) - 1980's UK Advert-KtkfE_OWSzo.mp4
1206,cheerful,/project/Data/Video_train/DELL - Lollipop 'Treats' commercial HQ--ijH3cRJ1BY.mp4
1207,amused,/project/Data/Video_train/Best beer commercial ever-2S2VUCdbhg0.mp4
1208,empathetic,/project/Data/Video_train/Thai Life Insurance - Father & Son-u1OmpTPffQc.mp4
1209,amazed,/project/Data/Video_train/♥ Orlando Bloom UNO cosmetic-ckwJXpe7fQs.mp4
1210,creative,/project/Data/Video_train/Neymar in Brazil - Volkswagen TV Commercial-wTfBWIJ8xQo.mp4
1211,cheerful,/project/Data/Video_train/My Little Pony - Equestria Girls Minis - Pinkie Pie's Slumber Party ft. Twilight Sparkle-TJKftD6fTj0.mp4
1212,amused,/project/Data/Video_train/Korean Actress Song Hye Kyo - Ice Cream CF-TosjG0E191U.mp4
1213,alert,/project/Data/Video_train/That's So Gay - Wanda Sykes-sWS0GVOQPs0.mp4
1214,alarmed,/project/Data/Video_train/anti-domestic violence PSA commercial-pcodyFKKdVM.mp4
1215,fashionable,/project/Data/Video_train/Levi's gay commercial-bB90Vkyqrts.mp4
1216,alert,/project/Data/Video_train/Game of Thrones Season 6 - Hall of Faces Tease (HBO)-OmrA8nOZF2Q.mp4
1217,amazed,/project/Data/Video_train/Max Payne 3 Official TV Commercial-QPc9LhKA5C4.mp4
1218,persuaded,/project/Data/Video_train/Cold Sore Treatment _ Treat Cold Sores Fast with Abreva®-utjtqCgUDnE.mp4
1219,active,/project/Data/Video_train/Assassin's Creed-cc-ClutaN_I.mp4
1220,amazed,/project/Data/Video_train/Apple - Here's to the Crazy Ones (1997)-tjgtLSHhTPg.mp4
1221,amused,/project/Data/Video_train/Icelandic Mountain Vodka™ A day with Hafthor-c19HRM0x-lA.mp4
1222,amused,/project/Data/Video_train/2004 - The scream that doomed Howard Dean-l6i-gYRAwM0.mp4
1223,amazed,/project/Data/Video_train/Muscle Pain Bruising Try Arnica Gel By Boiron-hm0BD1pP4gc.mp4
1224,persuaded,/project/Data/Video_train/Sick of it _ Hillary Clinton-FmlzOh-1KJA.mp4
1225,amused,/project/Data/Video_train/Dodge commercial (America Fuck Yeah!)-ZOJCmPKaYN8.mp4
1226,persuaded,/project/Data/Video_train/How to Hang a Gallery Wall-MKv8XsP3huI.mp4
1227,alarmed,/project/Data/Video_train/anti-smoking-sXAlpHSI-d0.mp4
1228,amused,/project/Data/Video_train/Arranged Marriage Funny Commercial-b5HLsvwLPpQ.mp4
1229,eager,/project/Data/Video_train/Seamless.com TV Commercial _ Order Food Delivery Online (15 Second Version)-CXPgCq-EMk8.mp4
1230,persuaded,/project/Data/Video_train/Theravent - Clinically Proven to Reduce Snoring (60 Second Television Commercial)-Kx48dmDB28U.mp4
1231,cheerful,/project/Data/Video_train/Kinder Joy English-4_IbqebS7hQ.mp4
1232,inspired,/project/Data/Video_train/LeBron - The Beginning-K8ddz3Bu4KI.mp4
1233,cheerful,/project/Data/Video_train/IHOP commercial - 1969-Lt_OS54FFFE.mp4
1234,amazed,/project/Data/Video_train/Funny Ads - Remove Snow From Car-dcNrh8FL3vE.mp4
1235,active,/project/Data/Video_train/PlayStation®VR _ Coming October 2016--GXvYexMoZY.mp4
1236,alert,/project/Data/Video_train/Southwest Airlines commercial circa 1972-TR7JApjgIGw.mp4
1237,amused,/project/Data/Video_train/screaming animals commercial-4W6VxtNZjok.mp4
1238,amused,/project/Data/Video_train/Nike Y2K Jogger-WhF7dQl4Ico.mp4
1239,cheerful,/project/Data/Video_train/Out of the Shadows  -30 TV Commercial-K_-GdDx2TzE.mp4
1240,creative,/project/Data/Video_train/Qixels TV spot on Cartoon Network-RLsXfrDwf9Y.mp4
1241,amused,"/project/Data/Video_train/SNICKERS 'INNER DIVA' ADVERT, ITV1, 28-01-2012.-L4mP9pR-mzU.mp4"
1242,cheerful,/project/Data/Video_train/Big Blue Marble - intro-G1kkx2m-JSg.mp4
1243,amazed,/project/Data/Video_train/Paragon - Rush the Core - New Heroes Gameplay Video-Im77qklKzm0.mp4
1244,cheerful,/project/Data/Video_train/Japanese Gum commercial -  Lotte Fit's-STqFXr5N5AI.mp4
1245,conscious,/project/Data/Video_train/award winning anti smoking commercial-JndtG8Y7yfw.mp4
1246,alert,/project/Data/Video_train/Make Slushies in Minutes!-sF0M_Rpv4Os.mp4
1247,eager,/project/Data/Video_train/Most Interesting Man on Mixed Nuts-e0vyx9sa99E.mp4
1248,amused,/project/Data/Video_train/Cravendale _ Barry the biscuit boy-c-PfqVlBUuQ.mp4
1249,educated,/project/Data/Video_train/We went swimming with Samsung's waterproof phones-48zAauZBi58.mp4
1250,alert,/project/Data/Video_train/Jack in the Box Super Bowl Ad-kqT_5f08Nxs.mp4
1251,amazed,/project/Data/Video_train/《Super Evolution》Fighting Form of Pokemons Debuts!-FZA37-7bw6o.mp4
1252,jealous,/project/Data/Video_train/Carlsberg Beer Commercial-F_M7zOew2Pc.mp4
1253,amused,/project/Data/Video_train/Calgon Water Softener Commercial 1970s-ZjNRXfRXnoc.mp4
1254,cheerful,/project/Data/Video_train/Zürich Chamber Orchestra _ Roller Coaster-INyo5ctzmGo.mp4
1255,eager,/project/Data/Video_train/CF minute maid Daehan Minguk Manse-OsN3-29ijIQ.mp4
1256,amazed,/project/Data/Video_train/BJ & Keila _ Separation Anxiety _ TBS-qWr8_tsG0Oo.mp4
1257,educated,"/project/Data/Video_train/Don't Put It In Your Mouth (Full Version, 1992)-5AuLkMBAFZg.mp4"
1258,amused,/project/Data/Video_train/Bloop Bloop Bloopers-KE9bc5KskM8.mp4
1259,inspired,/project/Data/Video_train/The Question - Who Will You Be by DICK'S Sporting Goods-JOJ01KXTw-A.mp4
1260,amazed,/project/Data/Video_train/Samsung Galaxy S4 (Commercial) - Graduation Pool Party-Q2TtdM4iI5k.mp4
1261,cheerful,/project/Data/Video_train/Five Nights at Freddy's - Trailer-Ws-yd9YPfdE.mp4
1262,eager,/project/Data/Video_train/Cravendale - Milk Me Brian-t4Xt_XS9BJA.mp4
1263,eager,/project/Data/Video_train/Vintage Burger King Commercial - Have it Your Way - 1974-KJXzkUH72cY.mp4
1264,amazed,/project/Data/Video_train/Nadex Binary Options - A New Way to Trade-oRdpoJFPQjI.mp4
1265,eager,/project/Data/Video_train/Big Red Commercial-bCxiuuJVT-8.mp4
1266,cheerful,/project/Data/Video_train/COOL NIKE AIR JORDAN COMMERCIAL-RpnCkBZVI6o.mp4
1267,alarmed,/project/Data/Video_train/Dont Text and Drive PSA-rClJW9gnchc.mp4
1268,active,/project/Data/Video_train/Samsung _ School of Rugby with Jack Whitehall - Power-azDtIqe-zzE.mp4
1269,amused,/project/Data/Video_train/Worst car in the world The 2015 Tartan Prancer from Vacation-99iAONlvpbw.mp4
1270,amused,/project/Data/Video_train/McDonalds FUNNY AD-y9ajRIgTJNA.mp4
1271,eager,/project/Data/Video_train/Heineken - Men With Talent - The New Commercial 2010-kfrZnIx2VFE.mp4
1272,cheerful,/project/Data/Video_train/Gap Commercial (Little Girls)-UNabu9daJUc.mp4
1273,cheerful,/project/Data/Video_train/Umeed Vali Dhoop Sunshine Vali Asha Coca Cola New Hindi Ad Umeed Wali Dhoop 2011-2012 with Lyrics-2IRWtukPJag.mp4
